,category,subcategory,type,clothes_type,parameters,paramValueUnion,paramCombinations,transcriptTypeParams
258,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-tapered', 'length-midi']",waist-regular fit-tapered length-midi leather_skirt
259,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-tapered', 'length-maxi']",waist-regular fit-tapered length-maxi leather_skirt
260,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-straight', 'length-midi']",waist-regular fit-straight length-midi leather_skirt
261,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-straight', 'length-maxi']",waist-regular fit-straight length-maxi leather_skirt
262,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-A-line', 'length-midi']",waist-regular fit-A-line length-midi leather_skirt
263,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-A-line', 'length-maxi']",waist-regular fit-A-line length-maxi leather_skirt
264,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-tapered', 'length-midi']",waist-high fit-tapered length-midi leather_skirt
265,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-tapered', 'length-maxi']",waist-high fit-tapered length-maxi leather_skirt
266,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-straight', 'length-midi']",waist-high fit-straight length-midi leather_skirt
267,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-straight', 'length-maxi']",waist-high fit-straight length-maxi leather_skirt
268,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-A-line', 'length-midi']",waist-high fit-A-line length-midi leather_skirt
269,bottom,skirts,leather_skirt,leather_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-A-line', 'length-maxi']",waist-high fit-A-line length-maxi leather_skirt
270,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-tapered', 'length-midi']",waist-regular fit-tapered length-midi denim_skirt
271,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-tapered', 'length-maxi']",waist-regular fit-tapered length-maxi denim_skirt
272,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-straight', 'length-midi']",waist-regular fit-straight length-midi denim_skirt
273,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-straight', 'length-maxi']",waist-regular fit-straight length-maxi denim_skirt
274,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-A-line', 'length-midi']",waist-regular fit-A-line length-midi denim_skirt
275,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-A-line', 'length-maxi']",waist-regular fit-A-line length-maxi denim_skirt
276,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-tapered', 'length-midi']",waist-high fit-tapered length-midi denim_skirt
277,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-tapered', 'length-maxi']",waist-high fit-tapered length-maxi denim_skirt
278,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-straight', 'length-midi']",waist-high fit-straight length-midi denim_skirt
279,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-straight', 'length-maxi']",waist-high fit-straight length-maxi denim_skirt
280,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-A-line', 'length-midi']",waist-high fit-A-line length-midi denim_skirt
281,bottom,skirts,denim_skirt,denim_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-A-line', 'length-maxi']",waist-high fit-A-line length-maxi denim_skirt
282,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-tapered', 'length-midi']",waist-regular fit-tapered length-midi pleated_skirt
283,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-tapered', 'length-maxi']",waist-regular fit-tapered length-maxi pleated_skirt
284,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-straight', 'length-midi']",waist-regular fit-straight length-midi pleated_skirt
285,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-straight', 'length-maxi']",waist-regular fit-straight length-maxi pleated_skirt
286,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-A-line', 'length-midi']",waist-regular fit-A-line length-midi pleated_skirt
287,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-A-line', 'length-maxi']",waist-regular fit-A-line length-maxi pleated_skirt
288,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-tapered', 'length-midi']",waist-high fit-tapered length-midi pleated_skirt
289,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-tapered', 'length-maxi']",waist-high fit-tapered length-maxi pleated_skirt
290,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-straight', 'length-midi']",waist-high fit-straight length-midi pleated_skirt
291,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-straight', 'length-maxi']",waist-high fit-straight length-maxi pleated_skirt
292,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-A-line', 'length-midi']",waist-high fit-A-line length-midi pleated_skirt
293,bottom,skirts,pleated_skirt,pleated_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-A-line', 'length-maxi']",waist-high fit-A-line length-maxi pleated_skirt
294,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-tapered', 'length-midi']",waist-regular fit-tapered length-midi knitted_skirt
295,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-tapered', 'length-maxi']",waist-regular fit-tapered length-maxi knitted_skirt
296,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-straight', 'length-midi']",waist-regular fit-straight length-midi knitted_skirt
297,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-straight', 'length-maxi']",waist-regular fit-straight length-maxi knitted_skirt
298,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-A-line', 'length-midi']",waist-regular fit-A-line length-midi knitted_skirt
299,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-regular', 'fit-A-line', 'length-maxi']",waist-regular fit-A-line length-maxi knitted_skirt
300,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-tapered', 'length-midi']",waist-high fit-tapered length-midi knitted_skirt
301,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-tapered', 'length-maxi']",waist-high fit-tapered length-maxi knitted_skirt
302,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-straight', 'length-midi']",waist-high fit-straight length-midi knitted_skirt
303,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-straight', 'length-maxi']",waist-high fit-straight length-maxi knitted_skirt
304,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-A-line', 'length-midi']",waist-high fit-A-line length-midi knitted_skirt
305,bottom,skirts,knitted_skirt,knitted_skirt,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'A-line']}, {'name': 'length', 'values': ['midi', 'maxi']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-A-line'], ['length-midi', 'length-maxi']]","['waist-high', 'fit-A-line', 'length-maxi']",waist-high fit-A-line length-maxi knitted_skirt
306,outerwear,jackets,down_jacket,,,,,down_jacket
307,outerwear,jackets,denim_jacket,,,,,denim_jacket
308,outerwear,jackets,leather_jacket,,,,,leather_jacket
309,outerwear,jackets,windbreaker,,,,,windbreaker
310,outerwear,jackets,parka,,,,,parka
311,outerwear,jackets,demi-season_jacket,,,,,demi-season_jacket
312,outerwear,coats,coat,,,,,coat
313,outerwear,coats,trench_coat,,,,,trench_coat
314,outerwear,coats,fur_coat,,,,,fur_coat
315,footwear,sneakers,low-top_sneakers,,,,,low-top_sneakers
316,footwear,sneakers,high-top_sneakers,,,,,high-top_sneakers
317,footwear,boots,boots,boots,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-stiletto'],heel_type-stiletto boots
318,footwear,boots,boots,boots,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-platform'],heel_type-platform boots
319,footwear,boots,boots,boots,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-heel'],heel_type-heel boots
320,footwear,boots,boots,boots,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-flat'],heel_type-flat boots
321,footwear,boots,booties,booties,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-stiletto'],heel_type-stiletto booties
322,footwear,boots,booties,booties,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-platform'],heel_type-platform booties
323,footwear,boots,booties,booties,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-heel'],heel_type-heel booties
324,footwear,boots,booties,booties,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-flat'],heel_type-flat booties
325,footwear,boots,ankle_boots,ankle_boots,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-stiletto'],heel_type-stiletto ankle_boots
326,footwear,boots,ankle_boots,ankle_boots,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-platform'],heel_type-platform ankle_boots
327,footwear,boots,ankle_boots,ankle_boots,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-heel'],heel_type-heel ankle_boots
328,footwear,boots,ankle_boots,ankle_boots,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-flat'],heel_type-flat ankle_boots
329,footwear,pumps,pumps,,,,,pumps
330,footwear,pumps,dress_sandals,dress_sandals,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-stiletto'],heel_type-stiletto dress_sandals
331,footwear,pumps,dress_sandals,dress_sandals,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-platform'],heel_type-platform dress_sandals
332,footwear,pumps,dress_sandals,dress_sandals,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-heel'],heel_type-heel dress_sandals
333,footwear,pumps,dress_sandals,dress_sandals,"[{'name': 'heel_type', 'values': ['stiletto', 'platform', 'heel', 'flat']}]","[['heel_type-stiletto', 'heel_type-platform', 'heel_type-heel', 'heel_type-flat']]",['heel_type-flat'],heel_type-flat dress_sandals
334,footwear,flats&loafers,flats,,,,,flats
335,footwear,flats&loafers,loafers,,,,,loafers
